StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Facilidad,Dificultad,Dificultad_1_TEXT,InfoUtil_1,PostuBene,Recomendar_NPS_GROUP,Recomendar,SelectMode.PP,SelectMode.under50,Comp1.PP,Comp2.PP,Comp3.PP,Comp4.PP,Comp5.PP,Comp6.PP,Comp7.PP,Curiosity_1,Confidence_1,Intro,Q18500,Q18500-repeat,Q15000,Q13500,Q12700,Q12400,Q13100,Q14300,Q14700,Q13900,Q16700,Q15900,Q15500,Q16300,Q17600,Q17100,Q18000,Q22200,Q24200,Q23200,Q23700,Q22700,Q25200,Q25800,Q24700,Q20300,Q19400,Q18900,Q19800,Q21200,Q20700,Q21700,MathChild,Confused,QMath1,QMath2,QMath3,LotteryRisk,Risk_Tende_1,Comentario_final,SC0,survey,show-up,age,UID,uemail,esfuerzo,total_reward,perfil,website,genero,name1,name2,name3,name4,Pn1,pn1,name5,name6,name7,name8,verb1,verb2,verb3,noun1,dueño,contratado,un,herido,tetra,lo,solo,ciego,mismo,declarado,el,hn1,dueña,contratada,una,herida,la,sola,ciega,misma,declarada,ella
2022-07-29 16:28:38,2022-07-29 16:34:44,IP Address,190.163.30.183,100,365,True,2022-07-29 16:34:44,R_11X8zmsxTIPFb4S,,,,,-33.4513,-70.6653,anonymous,ES-ES,4,No,,5,Sí,Detractor,5,Pensión Garantizada Universal,,A partir de los 60 años para mujeres y de los 65 para hombres,Tener ClaveÚnica,No sabe,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,Sí,$1.000.000,7,4,,Dentro de 12 meses,,Dentro de 12 meses,Dentro de 12 meses,Hoy,,Hoy,,,,,,,,,,,,,,,,,,,,,,,,,,Peor que al promedio,Totalmente de acuerdo,No sabe / No contesta,Entre 20 y 30 años,10000,50% probabilidades de ganar $1.080 y 50% probabilidades de ganar $540,6,"Novedosa pero rara, considerando que no hay una cultura previsional ",4,OE_USACH_NN,3500,56,2182-2-1-56-0,2182,2000,8500,0,1,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-29 16:31:01,2022-07-29 16:40:41,IP Address,190.21.159.252,100,580,True,2022-07-29 16:40:42,R_Tvkafg1fWqNxZAd,,,,,-33.4513,-70.6653,anonymous,ES-ES,Muy fácil  5,No,,9,Sí,Promotor,9,Pensión Garantizada Universal,,A partir de los 60 años para mujeres y de los 65 para hombres,Tener ClaveÚnica,No,Ambos: con impuestos y ahorros previsionales,Por encontrarse dentro del 9% de mayores ingresos,No,$1.000.000,9,8,,Dentro de 12 meses,,Hoy,,,,,,,,Dentro de 12 meses,Dentro de 12 meses,Dentro de 12 meses,,,,,,,,,,,,,,,,,,,,Mejor que el promedio,En desacuerdo,Menos de $120.000.000,Entre 20 y 30 años,10000,50% probabilidades de ganar $1.440 y 50% probabilidades de ganar $360,7,"Entretenido y educativo ",4,OE_USACH_NN,3500,57,6096-1-2-57-0,6096,2000,8500,0,2,1,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,beneficiaria,,,,,tetrapléjico,,,,,,,esposa,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él
2022-07-29 17:07:27,2022-07-29 17:19:05,IP Address,190.100.89.217,100,698,True,2022-07-29 17:19:05,R_3PdXY9ix6oqnPdn,,,,,-33.4513,-70.6653,anonymous,ES-ES,Muy fácil  5,No,,10,Sí,Pasivo,7,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,No,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,No,No sabe,7,10,,Hoy,,,,,,,,,,,,,,,,,Hoy,Hoy,,,,Hoy,Hoy,,,,,,,,,Mucho mejor que el promedio,Ni de acuerdo ni en desacuerdo,Más de $125.000.000,Entre 20 y 30 años,5000,50% probabilidades de ganar $1.080 y 50% probabilidades de ganar $540,7,Muy buena. Me dejó muy claro tramite que debo hacer y como hacerlo. Gracias.,7,OE_USACH_NN,3500,64,7237-2-2-64-0,7237,2500,9000,0,2,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-29 18:11:51,2022-07-29 18:19:10,IP Address,190.217.220.13,100,438,True,2022-07-29 18:19:10,R_ukn1WfsCi8oiszD,,,,,-39.8,-73.2333,anonymous,ES-ES,3,No,,9,Sí,Detractor,5,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,No sabe,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,No,$1.000.000,4,7,,Dentro de 12 meses,,Dentro de 12 meses,Hoy,,,,Hoy,Hoy,,,,,,,,,,,,,,,,,,,,,,,,Peor que al promedio,Totalmente de acuerdo,No sabe / No contesta,Entre 30 y 40 años,10000,100% probabilidades de ganar $720,4,dinamica,6,OE_USACH_NN,3500,61,3685-2-8-61-0,3685,3000,9500,0,8,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-29 18:35:58,2022-07-29 18:46:50,IP Address,200.30.224.187,100,652,True,2022-07-29 18:46:51,R_RJhKbafXgljVuYV,,,,,-33.0081,-71.5197,anonymous,ES-ES,Nada fácil  1,Sí. ¿Cuál?,"No ,supe como hacerlo",0,Sí,Detractor,4,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,Con sus ahorros previsionales,Por encontrarse dentro del 9% de mayores ingresos,No,No sabe,10,5,,Hoy,,,,,,,,,,,,,,,,,Hoy,Hoy,,,,Hoy,Hoy,,,,,,,,,Mejor que el promedio,Totalmente de acuerdo,Más de $125.000.000,Entre 20 y 30 años,5000,50% probabilidades de ganar $1.440 y 50% probabilidades de ganar $360,5,Gracias..costo un poco entender las preguntas ..,7,OE_USACH_NN,3500,60,2339-2-1-60-0,2339,2500,9000,0,1,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-29 18:50:19,2022-07-29 18:53:30,IP Address,200.30.224.187,100,190,True,2022-07-29 18:53:30,R_vTV5tTCrLssdXmF,,,,,-33.0081,-71.5197,anonymous,ES-ES,3,No,,5,Sí,Pasivo,7,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,Con sus ahorros previsionales,Por encontrarse dentro del 9% de mayores ingresos,No,No sabe,10,5,,Hoy,,,,,,,,,,,,,,,,,Hoy,Hoy,,,,Hoy,Hoy,,,,,,,,,Mejor que el promedio,Totalmente de acuerdo,Entre $120.000.000 y $125.000.000,Entre 20 y 30 años,5000,50% probabilidades de ganar $1.440 y 50% probabilidades de ganar $360,5,"Gracias ",6,OE_USACH_NN,3500,60,2339-2-1-60-0,2339,2500,9000,0,1,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-29 18:49:50,2022-07-29 19:00:24,IP Address,181.43.126.211,100,633,True,2022-07-29 19:00:25,R_1rwDmGC7IozrjBG,,,,,-33.4513,-70.6653,anonymous,ES-ES,4,No,,10,Sí,Promotor,10,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,No,$1.000.000,10,7,,Hoy,,,,,,,,,,,,,,,,,Hoy,Hoy,,,,Hoy,Hoy,,,,,,,,,Más o menos igual al promedio,Ni de acuerdo ni en desacuerdo,Más de $125.000.000,Entre 20 y 30 años,10000,50% probabilidades de ganar $1.080 y 50% probabilidades de ganar $540,6,Muy constructiva y me aclaró algunas dudas,8,OE_USACH_NN,3500,60,6819-2-3-60-0,6819,3500,10000,0,3,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-29 18:43:21,2022-07-29 19:03:15,IP Address,201.219.234.240,100,1193,True,2022-07-29 19:03:16,R_3P6y5BOEFMPEieK,,,,,-33.4513,-70.6653,anonymous,ES-ES,Muy fácil  5,No,,9,Sí,Promotor,10,Pensión Garantizada Universal,,A partir de los 60 años para mujeres y de los 65 para hombres,Tener ClaveÚnica,Sí,Ambos: con impuestos y ahorros previsionales,Por encontrarse dentro del 9% de mayores ingresos,Sí,$1.000.000,10,8,,Hoy,,,,,,,,,,,,,,,,,Dentro de 12 meses,,,,,,,,Hoy,,,,Dentro de 12 meses,Dentro de 12 meses,,Mucho mejor que el promedio,Ni de acuerdo ni en desacuerdo,Más de $125.000.000,Menos de 20 años,10000,50% probabilidades de ganar $2.160 y 50% probabilidades de ganar $0,8,Me hizo pensar en un tema del cual ya tengo escaso control y me revivio ejercicios matemáticos.,5,OE_USACH_NN,3500,54,5830-1-1-54-0,5830,2000,8500,0,1,1,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,beneficiaria,,,,,tetrapléjico,,,,,,,esposa,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él
2022-07-29 19:19:31,2022-07-29 19:29:52,IP Address,181.43.225.210,100,620,True,2022-07-29 19:29:52,R_26f2ZkYsOGk0qo8,,,,,-33.4513,-70.6653,anonymous,ES-ES,Muy fácil  5,No,,10,Sí,Promotor,10,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,Sí,$1.000.000,10,10,,Dentro de 12 meses,,Dentro de 12 meses,Hoy,,,,Hoy,Hoy,,,,,,,,,,,,,,,,,,,,,,,,Mejor que el promedio,En desacuerdo,Más de $125.000.000,Nunca se terminaría de pagar el crédito,10000,50% probabilidades de ganar $1.800 y 50% probabilidades de ganar $180,10,Entretenida y facil de responder,8,OE_USACH_NN,3500,56,9632-2-1-56-0,9632,3000,9500,0,1,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-29 19:21:01,2022-07-29 19:33:25,IP Address,186.174.216.237,100,743,True,2022-07-29 19:33:25,R_1hHhUbHIcoQsTN9,,,,,-33.4513,-70.6653,anonymous,ES-ES,Muy fácil  5,No,,10,Sí,Promotor,10,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,Ambos: con impuestos y ahorros previsionales,Por encontrarse dentro del 9% de mayores ingresos,No,$1.000.000,9,7,,Hoy,,,,,,,,,,,,,,,,,Hoy,Hoy,,,,Hoy,Hoy,,,,,,,,,Mejor que el promedio,Ni de acuerdo ni en desacuerdo,Más de $125.000.000,Nunca se terminaría de pagar el crédito,5000,50% probabilidades de ganar $1.080 y 50% probabilidades de ganar $540,6,"Entretenida, no sé si sea verdadera o falso el pago pero ahora entiendo la pensión tan hablada. Creo que en las escuelas falta educacion financiera y tambien más educación de corresponsabilidad familiar y social para romper cadenas de ignorancia y lograr juntos un mejor vivir.",9,OE_USACH_NN,3500,52,4240-2-2-52-0,4240,3000,9500,0,2,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-29 19:21:59,2022-07-29 19:42:22,IP Address,201.188.105.26,100,1223,True,2022-07-29 19:42:22,R_2xKNWW2KWsj2H1W,,,,,-33.4513,-70.6653,anonymous,ES-ES,Muy fácil  5,No,,10,Sí,Promotor,10,Pensión Garantizada Universal,,A partir de los 60 años para mujeres y de los 65 para hombres,Tener ClaveÚnica,Sí,Ambos: con impuestos y ahorros previsionales,Por encontrarse dentro del 9% de mayores ingresos,Sí,$630.000,10,8,,Dentro de 12 meses,,Dentro de 12 meses,Dentro de 12 meses,Hoy,,Dentro de 12 meses,,,,,,,,,,,,,,,,,,,,,,,,,,Mejor que el promedio,Totalmente de acuerdo,Entre $120.000.000 y $125.000.000,Entre 20 y 30 años,10000,100% probabilidades de ganar $720,2,"Aprender un poco más de algo que te servirá  a futuro,  gracias. ",3,OE_USACH_NN,3500,56,3102-2-8-56-0,3102,1500,8000,0,8,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-22 19:57:54,2022-07-22 19:57:55,IP Address,191.126.16.83,1,0,False,2022-07-29 19:57:59,R_PIOHvJy9Deq4A3T,,,,,,,anonymous,ES-ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,OE_USACH_NN,3500,65,4521-1-3-65-3,4521,,,3,3,1,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,beneficiaria,,,,,tetrapléjico,,,,,,,esposa,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él
2022-07-29 19:50:20,2022-07-29 19:57:59,IP Address,170.82.190.94,100,458,True,2022-07-29 19:57:59,R_3j3d5kxWOwJ4pzS,,,,,-32.747,-70.7301,anonymous,ES-ES,3,No,,9,Sí,Promotor,9,Pensión Garantizada Universal,,A partir de los 60 años para mujeres y de los 65 para hombres,"Contactar a alguien para que lo/la asesore ",Sí,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,No,$630.000,10,8,,Hoy,,,,,,,,,,,,,,,,,Hoy,Hoy,,,,Hoy,Hoy,,,,,,,,,Mejor que el promedio,De acuerdo,Más de $125.000.000,Entre 20 y 30 años,10000,100% probabilidades de ganar $720,8,Bastante positiva.,5,OE_USACH_NN,3500,59,3754-2-3-59-0,3754,2000,8500,0,3,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-29 19:57:24,2022-07-29 20:13:56,IP Address,200.83.232.246,100,991,True,2022-07-29 20:13:57,R_3R8Uhy6LzW1A4WD,,,,,-30.6013,-71.198,anonymous,ES-ES,Muy fácil  5,No,,10,Sí,Promotor,10,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,No,Ambos: con impuestos y ahorros previsionales,Por encontrarse dentro del 9% de mayores ingresos,Sí,$200.000,10,9,,Hoy,,,,,,,,,,,,,,,,,Hoy,Hoy,,,,Hoy,Hoy,,,,,,,,,Más o menos igual al promedio,Ni de acuerdo ni en desacuerdo,Más de $125.000.000,Menos de 20 años,9000,50% probabilidades de ganar $1.080 y 50% probabilidades de ganar $540,1,Fue muy provechosa e informativa pero las matemáticas no son mi fuerte menos los porcentajes pero algo entendí de las pensiones y lo que ayuda el Gobierno a los mas desvalido,4,OE_USACH_NN,3500,52,9001-2-3-52-0,9001,1500,8000,0,3,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-29 20:06:55,2022-07-29 20:19:57,IP Address,190.211.14.69,100,781,True,2022-07-29 20:19:58,R_1Du9Rs1tX0zECJX,,,,,-36.8335,-73.0487,anonymous,ES-ES,Muy fácil  5,No,,10,Sí,Pasivo,7,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,No,$1.000.000,10,6,,Hoy,,,,,,,,,,,,,,,,,Hoy,Dentro de 12 meses,Dentro de 12 meses,,Hoy,,,,,,,,,,,Más o menos igual al promedio,Ni de acuerdo ni en desacuerdo,No sabe / No contesta,Menos de 20 años,10000,100% probabilidades de ganar $720,5,"me pareció una encuesta muy atingente a la realidad de las pensiones y los beneficios que que puedo optar, creo que fue planteada de manera clara y con material de apoyo que sirve para aclarar las dudas",7,OE_USACH_NN,3500,51,6856-1-3-51-0,6856,3500,10000,0,3,1,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,beneficiaria,,,,,tetrapléjico,,,,,,,esposa,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él
2022-07-29 20:42:15,2022-07-29 21:24:14,IP Address,190.164.243.173,100,2518,True,2022-07-29 21:24:16,R_1I41L09T4nRkvr6,,,,,-33.5935,-71.6257,anonymous,ES-ES,4,No,,9,Sí,Promotor,9,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,No,$1.000.000,10,8,,Hoy,,,,,,,,,,,,,,,,,Hoy,Dentro de 12 meses,Hoy,Hoy,,,,,,,,,,,,Mejor que el promedio,Ni de acuerdo ni en desacuerdo,Más de $125.000.000,Entre 20 y 30 años,5000,100% probabilidades de ganar $720,6,"Entretenido, novedoso, educativo.",9,OE_USACH_NN,3500,75,4728-2-2-75-0,4728,3500,10000,0,2,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-29 21:53:29,2022-07-29 21:57:50,IP Address,181.203.118.40,100,260,True,2022-07-29 21:57:50,R_3khNrbnyDdksBgT,,,,,-33.4513,-70.6653,anonymous,ES-ES,3,No,,7,Sí,Pasivo,8,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,No,$1.000.000,10,6,,Dentro de 12 meses,,Dentro de 12 meses,Hoy,,,,Dentro de 12 meses,,Hoy,,,,,,,,,,,,,,,,,,,,,,,Más o menos igual al promedio,Totalmente de acuerdo,Entre $120.000.000 y $125.000.000,Nunca se terminaría de pagar el crédito,5000,50% probabilidades de ganar $2.160 y 50% probabilidades de ganar $0,7,"Muy dinámica y entretenida ",9,OE_USACH_NN,3500,63,1274-1-2-63-0,1274,3500,10000,0,2,1,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,beneficiaria,,,,,tetrapléjico,,,,,,,esposa,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él
2022-07-29 21:54:42,2022-07-29 22:03:32,IP Address,190.163.213.198,100,530,True,2022-07-29 22:03:33,R_3O029fQnzRF5PRC,,,,,-33.4513,-70.6653,anonymous,ES-ES,Muy fácil  5,No,,8,Sí,Pasivo,8,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,No,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,Sí,$1.000.000,10,10,,Dentro de 12 meses,,Dentro de 12 meses,Hoy,,,,Hoy,Hoy,,,,,,,,,,,,,,,,,,,,,,,,Más o menos igual al promedio,De acuerdo,Más de $125.000.000,Entre 20 y 30 años,10000,50% probabilidades de ganar $1.440 y 50% probabilidades de ganar $360,6,buena,6,OE_USACH_NN,3500,54,1950-2-3-54-0,1950,2500,9000,0,3,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-29 22:06:50,2022-07-29 22:15:40,IP Address,200.120.226.22,100,530,True,2022-07-29 22:15:40,R_2s5qf4Fuhk0ZiN4,,,,,-33.5935,-71.6257,anonymous,ES-ES,3,No,,8,Sí,Promotor,10,Pensión Básica Solidaria de invalidez,,A partir de los 60 años para mujeres y de los 65 para hombres,Tener ClaveÚnica,Sí,Ambos: con impuestos y ahorros previsionales,Por encontrarse dentro del 9% de mayores ingresos,No,$630.000,10,8,,Dentro de 12 meses,,Dentro de 12 meses,Dentro de 12 meses,Hoy,,Hoy,,,,,,,,,,,,,,,,,,,,,,,,,,Más o menos igual al promedio,Totalmente de acuerdo,Más de $125.000.000,Entre 20 y 30 años,10000,50% probabilidades de ganar $1.440 y 50% probabilidades de ganar $360,5,"Fueron preguntas muy importantes porque afectan a todos los  chilenos ",5,OE_USACH_NN,3500,55,4400-2-1-55-0,4400,2000,8500,0,1,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-29 22:22:55,2022-07-29 22:35:47,IP Address,181.163.179.3,100,771,True,2022-07-29 22:35:48,R_3DwHNkXiHQCbGmg,,,,,-36.6006,-72.1174,anonymous,ES-ES,Muy fácil  5,No,,8,Sí,Promotor,10,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,No,No sabe,10,8,,Hoy,,,,,,,,,,,,,,,,,Hoy,Hoy,,,,Hoy,Hoy,,,,,,,,,Más o menos igual al promedio,De acuerdo,Más de $125.000.000,Menos de 20 años,10000,50% probabilidades de ganar $2.160 y 50% probabilidades de ganar $0,7,"Interesante, me hizo pensar en mi jubilación y además aprendí me informe y me divertí muchísimo ",7,OE_USACH_NN,3500,51,6213-2-2-51-0,6213,3000,9500,0,2,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-29 22:55:20,2022-07-29 23:06:06,IP Address,190.46.227.156,100,646,True,2022-07-29 23:06:07,R_AvziXf8HTDnmZXz,,,,,-36.8335,-73.0487,anonymous,ES-ES,Muy fácil  5,No,,10,Sí,Promotor,10,Pensión Garantizada Universal,,A partir de los 60 años para mujeres y de los 65 para hombres,Tener ClaveÚnica,Sí,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,No,$1.000.000,10,10,,Dentro de 12 meses,,Dentro de 12 meses,Hoy,,,,Hoy,Hoy,,,,,,,,,,,,,,,,,,,,,,,,Más o menos igual al promedio,En desacuerdo,Más de $125.000.000,Entre 20 y 30 años,10000,100% probabilidades de ganar $720,6,"Interesante, porque hay que pensar en cálculos ",7,OE_USACH_NN,3500,51,325-2-1-51-0,325,3000,9500,0,1,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-29 23:24:39,2022-07-29 23:31:58,IP Address,190.44.59.89,100,438,True,2022-07-29 23:31:58,R_6wWAKlSmkV99yo1,,,,,-23.6464,-70.398,anonymous,ES-ES,4,No,,8,Sí,Promotor,10,Pensión Garantizada Universal,,A partir de los 60 años para mujeres y de los 65 para hombres,Tener ClaveÚnica,Sí,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,Sí,$630.000,10,10,,Hoy,,,,,,,,,,,,,,,,,Hoy,Hoy,,,,Hoy,Hoy,,,,,,,,,Mucho mejor que el promedio,De acuerdo,Más de $125.000.000,Entre 20 y 30 años,10000,100% probabilidades de ganar $720,10,"Es una excelente encuesta muchas gracias ",5,OE_USACH_NN,3500,54,5723-2-8-54-0,5723,2000,8500,0,8,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-29 23:44:28,2022-07-30 00:05:19,IP Address,170.82.189.243,100,1251,True,2022-07-30 00:05:20,R_1jWkThKCeskXqY4,,,,,-33.0081,-71.5197,anonymous,ES-ES,4,No,,9,Sí,Promotor,9,Pensión Garantizada Universal,,A partir de los 65 años,Tener ClaveÚnica,Sí,A través del Estado con los impuestos,Por encontrarse dentro del 9% de mayores ingresos,Sí,$1.000.000,10,8,,Hoy,,,,,,,,,,,,,,,,,Dentro de 12 meses,,,,,,,,Hoy,,,,Dentro de 12 meses,Hoy,,Más o menos igual al promedio,De acuerdo,Más de $125.000.000,Entre 20 y 30 años,10000,100% probabilidades de ganar $720,2,"Un buen e interesante tema que es el sistema de pensionesy sobre todo información de la pensiones que entrega el estado, sobre todo cuando no se tiene fondos en el sistema .
Los ejercicios  un poco difíciles , pero todo bien 
",7,OE_USACH_NN,3500,65,8042-2-8-65-0,8042,3000,9500,0,8,2,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,
2022-07-30 06:44:48,2022-07-30 06:59:52,IP Address,186.167.244.80,100,903,True,2022-07-30 06:59:53,R_3PyPw9Rx8zffX4i,,,,,8,-66,anonymous,ES-ES,4,No,,9,Sí,Promotor,9,Pensión Garantizada Universal,,A partir de los 60 años para mujeres y de los 65 para hombres,Tener ClaveÚnica,Sí,Ambos: con impuestos y ahorros previsionales,Por encontrarse dentro del 9% de mayores ingresos,Sí,$200.000,10,9,,Hoy,,,,,,,,,,,,,,,,,Hoy,Dentro de 12 meses,Dentro de 12 meses,,Hoy,,,,,,,,,,,Mejor que el promedio,Ni de acuerdo ni en desacuerdo,Más de $125.000.000,Entre 30 y 40 años,10000,50% probabilidades de ganar $1.440 y 50% probabilidades de ganar $360,6,"Muy enriquecedora, para pensar en mi futuro proximo",4,OE_USACH_NN,3500,62,7205-1-3-62-0,7205,1500,8000,0,3,1,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,beneficiaria,,,,,tetrapléjico,,,,,,,esposa,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él
